Date,Source/Medium,Device Category,Landing Page,Segment,Sessions
20190918,(direct) / (none),desktop,/home,[Geral - CC e NC - NP] Aprovado,5
20190918,(direct) / (none),desktop,/home,[Geral - NC - NP] Negado,43
20190918,(direct) / (none),desktop,/home,[Geral - CC - NP] Negado,1
20190918,(direct) / (none),desktop,/pf/funil/cartoes/cc-elite-platinum/sobre-voce-cpf/step-1,[Geral - NC - NP] Negado,1
20190918,(direct) / (none),desktop,/pf/funil/cartoes/cc-free/erro-sessao-expirada,[Geral - NC - NP] Negado,1
20190918,(direct) / (none),desktop,/pf/funil/cartoes/cc-free/sobre-voce-cpf/step-1,[Geral - CC e NC - NP] Aprovado,3
20190918,(direct) / (none),desktop,/pf/funil/cartoes/cc-free/sobre-voce-cpf/step-1,[Geral - CC - NP] Negado,1
20190918,(direct) / (none),desktop,/pf/funil/cartoes/cc-free/sobre-voce-cpf/step-1,[Geral - NC - NP] Negado,11
20190918,(direct) / (none),desktop,/pf/produto/aplicativos/app-way,[Geral - NC - NP] Negado,1
20190918,(direct) / (none),desktop,/pf/produto/cartoes/free/pagina-de-produto,[Geral - NC - NP] Negado,5
20190918,(direct) / (none),desktop,/pf/produto/cartoes/unlimited-black/pagina-de-produto,[Geral - NC - NP] Negado,1
20190918,(direct) / (none),desktop,/pf/produto/cartoes/vitrine/cartoes-santander,[Geral - NC - NP] Negado,9
20190918,(direct) / (none),mobile,/home,[Geral - CC e NC - NP] Aprovado,12
20190918,(direct) / (none),mobile,/home,[Geral - NC - NP] Negado,97
20190918,(direct) / (none),mobile,/pf/chat/seguro-,[Geral - NC - NP] Negado,2
20190918,(direct) / (none),mobile,/pf/funil/cartoes/(not set)/biometria/step-7a,[Geral - NC - NP] Negado,1
20190918,(direct) / (none),mobile,/pf/funil/cartoes/(not set)/cadastro/step-3a,[Geral - NC - NP] Negado,1
20190918,(direct) / (none),mobile,/pf/funil/cartoes/(not set)/personalize-cartao-basico/step-6,[Geral - NC - NP] Negado,1
20190918,(direct) / (none),mobile,/pf/funil/cartoes/cc-123/personalize-cartao-basico/step-6,[Geral - NC - NP] Negado,1
20190918,(direct) / (none),mobile,/pf/funil/cartoes/cc-aa-gold/sobre-voce-cpf/step-1,[Geral - NC - NP] Negado,2
20190918,(direct) / (none),mobile,/pf/funil/cartoes/cc-free/erro-sessao-expirada,[Geral - NC - NP] Negado,5
